Serial No.,College Name,Course,Fees,Eligibility,Application Date
823,Sarvepalli Radhakrishnan University - [SRK],"B.Sc
4 Courses","15,000 (1st Year Fees)",10+2,1 Aug - 31 Mar 2024
823,Sarvepalli Radhakrishnan University - [SRK],"M.Sc
13 Courses","20,000 - 1.52 Lakhs (1st Year Fees)",Graduation,1 Aug - 31 Mar 2024
823,Sarvepalli Radhakrishnan University - [SRK],"B.Sc (Nursing)
1 Course","77,700 (1st Year Fees)",10+2,-
823,Sarvepalli Radhakrishnan University - [SRK],"M.Pharm
4 Courses","66,000 (1st Year Fees)",B.Pharm.,-
824,Ajeenkya DY Patil University - [ADYPU],"B.Tech
18 Courses",2.5 Lakhs (1st Year Fees),10+2 with 50%,31 May 2024
824,Ajeenkya DY Patil University - [ADYPU],"B.Sc
6 Courses",1.75 Lakhs (1st Year Fees),10+2 with 45%,31 May 2024
824,Ajeenkya DY Patil University - [ADYPU],"MBA
14 Courses",3 Lakhs - 3.5 Lakhs (1st Year Fees),Graduation with 50%,31 May 2024
824,Ajeenkya DY Patil University - [ADYPU],"M.Tech
9 Courses",2.3 Lakhs (1st Year Fees),Graduation with 50%,31 May 2024
824,Ajeenkya DY Patil University - [ADYPU],"B.Tech {Lateral}
11 Courses",2.5 Lakhs (1st Year Fees),10+3 with 50%,-
825,H.V.P.Mandal's College of Engineering & Technology,"BE
4 Courses","85,000 (1st Year Fees)",10+2,16 Jan - 28 Jul 2024
825,H.V.P.Mandal's College of Engineering & Technology,"MBA
1 Course","90,000 (1st Year Fees)",Graduation,11 Jan - 27 Jul 2024
825,H.V.P.Mandal's College of Engineering & Technology,"ME
2 Courses","95,000 (1st Year Fees)",Graduation,9 July - 29 Jul 2024
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]","BE
4 Courses",1.82 Lakhs (1st Year Fees),10+2 with 45% + GUJCET,1 Apr - 03 Jul 2024
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]","B.Tech
3 Courses",1.82 Lakhs (1st Year Fees),10+2,1 Apr - 03 Jul 2024
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]","M.Tech
1 Course",1.82 Lakhs (1st Year Fees),Graduation,-
827,IAMR Group of Institutions - [IAMR],"B.Sc {Hons.}
2 Courses","60,000 (1st Year Fees)",10+2 with 50%,no data found
827,IAMR Group of Institutions - [IAMR],"BCA
1 Course","70,000 (1st Year Fees)",10+2 with 50%,no data found
827,IAMR Group of Institutions - [IAMR],"L.L.M
1 Course","50,000 (1st Year Fees)",LLB,no data found
827,IAMR Group of Institutions - [IAMR],"Polytechnic
2 Courses","33,600 (1st Year Fees)",10th,no data found
827,IAMR Group of Institutions - [IAMR],"D.Pharm
1 Course","70,000 (1st Year Fees)",10+2,no data found
828,Amritsar Group of Colleges - [AGC],"B.Tech
6 Courses","96,400 (1st Year Fees)",10+2,24 May - 14 Jun 2024
828,Amritsar Group of Colleges - [AGC],"B.Sc
3 Courses","56,400 - 2.01 Lakhs (1st Year Fees)",10+2,-
828,Amritsar Group of Colleges - [AGC],"BBA
1 Course","55,400 (1st Year Fees)",10+2,-
828,Amritsar Group of Colleges - [AGC],"MBA
3 Courses","96,400 (1st Year Fees)",Graduation,-
828,Amritsar Group of Colleges - [AGC],"BCA
1 Course","55,400 (1st Year Fees)",10+2,-
829,Gokul Global University - [GGU],"BE
5 Courses","74,000 (1st Year Fees)",10+2 with 45%,no data found
829,Gokul Global University - [GGU],"Certification
14 Courses","5,000 - 50,000 (Total Fees)",10+2,no data found
829,Gokul Global University - [GGU],"M.Sc
16 Courses","40,000 - 1 Lakh (1st Year Fees)",Graduation,no data found
829,Gokul Global University - [GGU],"Ph.D
13 Courses","60,000 - 70,000 (1st Year Fees)",Post Graduation with 55%,no data found
829,Gokul Global University - [GGU],"B.Sc
8 Courses","30,000 - 35,500 (1st Year Fees)",10+2,no data found
830,Jawahar Engineering College,"BE
4 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,no data found
830,Jawahar Engineering College,"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,no data found
831,World College of Technology and Management - [WCTM],"B.Tech
8 Courses","70,000 - 1.25 Lakhs (1st Year Fees)",10+2 with 45%,28 Mar - 07 Aug 2024
831,World College of Technology and Management - [WCTM],"BCA
1 Course","70,000 (1st Year Fees)",10+2 with 45%,-
831,World College of Technology and Management - [WCTM],"MBA
1 Course",1 Lakh (1st Year Fees),Graduation with 50%,28 Mar 2024
831,World College of Technology and Management - [WCTM],"Polytechnic
1 Course","35,000 (1st Year Fees)",10th with 45%,-
831,World College of Technology and Management - [WCTM],"BBA
1 Course","70,000 (1st Year Fees)",10+2 with 45%,-
832,Adhi College of Engineering and Technology - [ACET],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
832,Adhi College of Engineering and Technology - [ACET],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
832,Adhi College of Engineering and Technology - [ACET],"ME
2 Courses","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
833,Adichunchanagiri Institute of Technology- [AIT],"BE
9 Courses",2.06 Lakhs - 4.17 Lakhs (1st Year Fees),10+2 with 45% + COMEDK UGET,24 May - 17 Jun 2024
833,Adichunchanagiri Institute of Technology- [AIT],"M.Tech
7 Courses",1.55 Lakhs (Total Fees),Pass in Graduation + GATE,27 May - 17 Jun 2024
833,Adichunchanagiri Institute of Technology- [AIT],"MBA
3 Courses",1.28 Lakhs (Total Fees),Graduation with 50% + Karnatka,27 May - 17 Jun 2024
833,Adichunchanagiri Institute of Technology- [AIT],"B.Tech
1 Course",2.06 Lakhs (1st Year Fees),10+2 + COMEDK,24 May - 17 Jun 2024
834,Aligarh College of Engineering and Technology - [ACET],"B.Tech
7 Courses",3.4 Lakhs - 3.8 Lakhs (Total Fees),10+2 with 45% + UPTAC,11 June - 30 Jul 2024
834,Aligarh College of Engineering and Technology - [ACET],"MBA
1 Course",1.9 Lakhs (Total Fees),Graduation with 50% + UPSEE,19 June - 10 Jul 2024
834,Aligarh College of Engineering and Technology - [ACET],MBA {Lateral},1.9 Lakhs (Total Fees),Graduation with 50% +UPTAC,19 June - 10 Jul 2024
835,Allenhouse Institute of Technology,"B.Tech
5 Courses","60,000 - 98,000 (1st Year Fees)",10+2+UPTAC,11 June - 30 Jul 2024
835,Allenhouse Institute of Technology,"BCA
1 Course","55,000 (1st Year Fees)",10+2,12 Aug 2024
835,Allenhouse Institute of Technology,"Polytechnic
3 Courses","35,000 (1st Year Fees)",10th,-
835,Allenhouse Institute of Technology,"BBA
1 Course","55,000 (1st Year Fees)",10+2,12 Aug 2024
835,Allenhouse Institute of Technology,"MBA
1 Course","80,000 (1st Year Fees)",Graduation,19 June - 10 Jul 2024
836,Amrita School of Engineering - [ASE],"B.Tech
13 Courses",2.6 Lakhs - 6.1 Lakhs (1st Year Fees),10+2 with 60% + AEEE,no data found
836,Amrita School of Engineering - [ASE],"M.Tech
17 Courses",1.83 Lakhs (1st Year Fees),Graduation + GATE,no data found
836,Amrita School of Engineering - [ASE],"Ph.D
3 Courses","30,000 (1st Year Fees)",Post Graduation,no data found
837,Anjalai Ammal Mahalingam Engineering College - [AAMEC],"BE
5 Courses","64,005 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
837,Anjalai Ammal Mahalingam Engineering College - [AAMEC],"B.Tech
2 Courses","64,005 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
837,Anjalai Ammal Mahalingam Engineering College - [AAMEC],"B.Tech {Lateral}
2 Courses","64,005 (1st Year Fees)",10+3 with 50% + TNEA,-
837,Anjalai Ammal Mahalingam Engineering College - [AAMEC],"BE {Lateral}
5 Courses","64,005 (1st Year Fees)",10+3 with 50% + TNEA,-
837,Anjalai Ammal Mahalingam Engineering College - [AAMEC],"ME
1 Course","50,000 (1st Year Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
838,CSI College of Engineering - [CSICE],"BE
5 Courses","89,400 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
838,CSI College of Engineering - [CSICE],"B.Tech
2 Courses","89,400 (1st Year Fees)",10+2 with 50% + TNEA,6 May - 11 Jun 2024
838,CSI College of Engineering - [CSICE],"ME
4 Courses","89,400 (1st Year Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
839,Channabasaveshwara Institute of Technology - [CIT],"BE
7 Courses",10.66 Lakhs (Total Fees),10+2 with 45% + KEAM,24 May - 17 Jun 2024
839,Channabasaveshwara Institute of Technology - [CIT],"M.Tech
3 Courses",1.51 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
839,Channabasaveshwara Institute of Technology - [CIT],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50% + CAT,-
840,Chirala Engineering College - [CEC],"B.Tech
9 Courses","49,500 (1st Year Fees)",10+2,11 Mar - 25 Jul 2024
840,Chirala Engineering College - [CEC],"M.Tech
5 Courses","55,000 (1st Year Fees)",Graduation,23 Mar - 12 May 2024
840,Chirala Engineering College - [CEC],"MBA
8 Courses","35,000 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
840,Chirala Engineering College - [CEC],"Polytechnic
6 Courses","75,000 (Total Fees)",10th passed,20 Feb - 10 Apr 2024
840,Chirala Engineering College - [CEC],MCA,"70,000 (Total Fees)",Graduation,20 Mar - 19 Apr 2024
841,EASA College of Engineering and Technology - [ECET],"B.Tech
4 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
841,EASA College of Engineering and Technology - [ECET],"BE
8 Courses",2 Lakhs - 2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
841,EASA College of Engineering and Technology - [ECET],"BE {Lateral}
4 Courses",1.65 Lakhs (Total Fees),10+3,-
841,EASA College of Engineering and Technology - [ECET],"ME
6 Courses","60,000 (Total Fees)",Pass in Graduation,15 Apr - 14 May 2024
841,EASA College of Engineering and Technology - [ECET],"MBA
1 Course","41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
842,GM University,"BE
9 Courses",7.64 Lakhs (Total Fees),10+2 with 45% + KCET,24 May - 17 Jun 2024
842,GM University,"MBA
4 Courses",1.28 Lakhs (Total Fees),Graduation with 50% + CAT,-
842,GM University,"M.Tech
3 Courses",1.51 Lakhs (Total Fees),Pass in Graduation + GATE,27 May - 17 Jun 2024
842,GM University,"M.S
4 Courses",1.51 Lakhs (Total Fees),Pass in Graduation + GATE,27 May - 17 Jun 2024
843,Gates Institute of Technology-[GIT],"B.Tech
8 Courses","45,100 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
843,Gates Institute of Technology-[GIT],"MBA
1 Course","35,000 (1st Year Fees)",Graduation with 50% + CMAT,20 Mar - 19 Apr 2024
843,Gates Institute of Technology-[GIT],MCA,"27,000 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
844,Geeta Engineering College - [GEC],"B.Tech
4 Courses",3.33 Lakhs (Total Fees),10+2 with 45%,29 May - 07 Aug 2024
844,Geeta Engineering College - [GEC],"Polytechnic
2 Courses","42,000 (1st Year Fees)",10th,-
844,Geeta Engineering College - [GEC],"B.Tech {Lateral}
4 Courses",2.5 Lakhs (Total Fees),Diploma with 45%,-
844,Geeta Engineering College - [GEC],"BBA
1 Course","98,000 (1st Year Fees)",10+2,-
844,Geeta Engineering College - [GEC],"Lateral Polytechnic
2 Courses","42,000 (1st Year Fees)",10+2,-
845,Gharda Institute of Technology-[GIT],"BE
6 Courses","69,549 (1st Year Fees)",10+2,16 Jan - 28 Jul 2024
845,Gharda Institute of Technology-[GIT],"BE {Lateral}
6 Courses","69,549 (1st Year Fees)",10+3,-
846,Hooghly Engineering and Technology College - [HETC],"B.Tech
5 Courses",1.06 Lakhs - 1.07 Lakhs (1st Year Fees),10+2 with 45% + JEE Main,28 Dec - 27 Jan 2024
846,Hooghly Engineering and Technology College - [HETC],"B.Tech {Lateral}
5 Courses",1.06 Lakhs - 1.07 Lakhs (1st Year Fees),10+3 with 45% + WBJEE,-
847,Institute of Engineering & Technology,"B.Tech
5 Courses","96,400 (1st Year Fees)",10+2,24 May - 14 Jun 2024
847,Institute of Engineering & Technology,"M.Tech
2 Courses","96,400 (1st Year Fees)",Graduation + GATE,-
847,Institute of Engineering & Technology,"D.Pharm
1 Course","30,000 (1st Year Fees)",10+2,-
847,Institute of Engineering & Technology,"MBA
1 Course","96,400 (1st Year Fees)",Graduation,-
847,Institute of Engineering & Technology,B.Arch,"96,400 (1st Year Fees)",10+2 with 50% + NATA,24 May - 14 Jun 2024
848,Info Institute of Engineering - [IIE],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
848,Info Institute of Engineering - [IIE],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
848,Info Institute of Engineering - [IIE],"BE {Lateral}
5 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
848,Info Institute of Engineering - [IIE],"ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + GATE,15 Apr - 14 May 2024
848,Info Institute of Engineering - [IIE],"MBA
1 Course","41,000 (Total Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
849,Jawaharlal Nehru National College of Engineering - [JNNCE],"BE
11 Courses",3.4 Lakhs - 7.64 Lakhs (Total Fees),10+2 with 45% + COMEDK UGET,24 May - 17 Jun 2024
849,Jawaharlal Nehru National College of Engineering - [JNNCE],"M.Tech
7 Courses",1.51 Lakhs (Total Fees),Graduation + GATE,27 May - 17 Jun 2024
849,Jawaharlal Nehru National College of Engineering - [JNNCE],"MBA
3 Courses",1.28 Lakhs (Total Fees),Graduation + Karnataka PGCET,27 May - 17 Jun 2024
849,Jawaharlal Nehru National College of Engineering - [JNNCE],"Ph.D
10 Courses","74,700 (1st Year Fees)",Post Graduation,-
849,Jawaharlal Nehru National College of Engineering - [JNNCE],MCA,1.28 Lakhs (Total Fees),Graduation,-
850,KMEA Engineering College - [KMEA EC],"B.Tech
8 Courses",5.02 Lakhs (Total Fees),10+2 with 50%,17 Mar - 31 Jul 2024
850,KMEA Engineering College - [KMEA EC],"B.Tech {Lateral}
8 Courses",4.02 Lakhs (Total Fees),10+3,-
850,KMEA Engineering College - [KMEA EC],"M.Tech
4 Courses",1 Lakh (Total Fees),Graduation,-
851,Kalpataru Institute of Technology - [KIT],"BE
6 Courses",1.13 Lakhs - 2.08 Lakhs (1st Year Fees),10+2 with 75% + JEE Main,24 May - 17 Jun 2024
851,Kalpataru Institute of Technology - [KIT],"BE {Lateral}
5 Courses",3.13 Lakhs (Total Fees),10+3 with 75% + JEE Main,-
851,Kalpataru Institute of Technology - [KIT],"M.Tech
3 Courses",1.51 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
851,Kalpataru Institute of Technology - [KIT],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50% + PGCET,27 May - 17 Jun 2024
851,Kalpataru Institute of Technology - [KIT],MBA {Lateral},1.28 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],"BE
9 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],"ME
5 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],"MBA
1 Course","41,000 (Total Fees)",Graduation with 50% + TANCET,10 June - 04 Jul 2024
852,Karpaga Vinayaga College of Engineering and Technology - [KVCET],"M.Tech
1 Course","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
853,Konkan Gyanpeeth College of Engineering - [KGCE],"BE
8 Courses","92,000 (1st Year Fees)",10+2 with JEE Main,16 Jan - 28 Jul 2024
853,Konkan Gyanpeeth College of Engineering - [KGCE],"BE {Lateral}
6 Courses","92,000 (1st Year Fees)",10+3 with JEE Main,-
854,Krupajal Engineering College - [KEC],"B.Tech
6 Courses","72,000 (1st Year Fees)",10+2 with 75% + JEE Main,6 July - 20 Aug 2024
854,Krupajal Engineering College - [KEC],"Lateral Polytechnic
5 Courses","45,000 (1st Year Fees)",-,-
854,Krupajal Engineering College - [KEC],"MBA
5 Courses","65,000 (1st Year Fees)",Graduation with 50% + CAT,-
854,Krupajal Engineering College - [KEC],"B.Tech {Lateral}
6 Courses","72,000 (1st Year Fees)",10+3 with 75% + JEE Main,-
854,Krupajal Engineering College - [KEC],"Polytechnic
5 Courses","45,000 (1st Year Fees)",-,-
855,LDRP Institute of Technology and Research - [LDRPITR],"BE
7 Courses",1.16 Lakhs (1st Year Fees),10+2 with 45% + GUJCET,1 Apr - 03 Jul 2024
855,LDRP Institute of Technology and Research - [LDRPITR],"ME
6 Courses",1.35 Lakhs (1st Year Fees),Pass in Graduation + GATE,20 June - 01 Jul 2024
855,LDRP Institute of Technology and Research - [LDRPITR],"MBA
1 Course","97,000 (1st Year Fees)",Graduation with 50% + CMAT,21 June - 17 Jul 2024
855,LDRP Institute of Technology and Research - [LDRPITR],"M.Tech
1 Course",1.35 Lakhs (1st Year Fees),Graduation,20 June - 01 Jul 2024
855,LDRP Institute of Technology and Research - [LDRPITR],MCA,"97,000 (1st Year Fees)",Graduation,21 June - 17 Jul 2024
856,L.J. Institute of Engineering and Technology - [LJIET],"BE
16 Courses","77,000 (1st Year Fees)",10+2,1 Apr - 03 Jul 2024
856,L.J. Institute of Engineering and Technology - [LJIET],"BE {Lateral}
8 Courses","73,000 (1st Year Fees)",Diploma with 45%,-
856,L.J. Institute of Engineering and Technology - [LJIET],"ME
6 Courses",1.12 Lakhs (1st Year Fees),Graduation,20 June - 01 Jul 2024
856,L.J. Institute of Engineering and Technology - [LJIET],"MBA
1 Course","78,500 (1st Year Fees)",Graduation,21 June - 17 Jul 2024
856,L.J. Institute of Engineering and Technology - [LJIET],"M.Tech
1 Course",1.12 Lakhs (1st Year Fees),Graduation,20 June - 01 Jul 2024
857,Malwa Institute of Technology - [MIT],"BE
8 Courses","64,200 (1st Year Fees)",10+2 with 75% + JEE Main,13 June - 18 Aug 2024
857,Malwa Institute of Technology - [MIT],"MBA
5 Courses","52,600 (1st Year Fees)",Graduation with 50% + CAT,-
857,Malwa Institute of Technology - [MIT],"Polytechnic
2 Courses","25,500 (1st Year Fees)",10th with 35% + MP PPT,-
857,Malwa Institute of Technology - [MIT],"M.Tech
3 Courses","60,000 (1st Year Fees)",Pass in Graduation + GATE,5 July - 15 Sept 2024
857,Malwa Institute of Technology - [MIT],BE {Lateral},"64,200 (1st Year Fees)",10+3 with 75% + JEE Main,-
858,Mangalore Institute of Technology and Engineering - [MITE],"BE
12 Courses",4.17 Lakhs - 10.66 Lakhs (Total Fees),10+2 with 45% + JEE Main,24 May - 17 Jun 2024
858,Mangalore Institute of Technology and Engineering - [MITE],"MBA
3 Courses",1.28 Lakhs (Total Fees),Graduation,27 May - 17 Jun 2024
858,Mangalore Institute of Technology and Engineering - [MITE],"M.Tech
7 Courses",1.51 Lakhs (Total Fees),Graduation + GATE,27 May - 17 Jun 2024
858,Mangalore Institute of Technology and Engineering - [MITE],"Ph.D
7 Courses","74,700 (1st Year Fees)",Post Graduation,-
858,Mangalore Institute of Technology and Engineering - [MITE],MCA,1.28 Lakhs (Total Fees),Graduation,-
859,Modern Education Society's Wadia College of Engineering - [MESWCOE],"BE
4 Courses",1.19 Lakhs (1st Year Fees),10+2+JEE MAINS/MHTCET,16 Jan - 17 Oct 2024
859,Modern Education Society's Wadia College of Engineering - [MESWCOE],"BE {Lateral}
4 Courses",1.19 Lakhs (1st Year Fees),Diploma in Engineering,-
859,Modern Education Society's Wadia College of Engineering - [MESWCOE],"ME
3 Courses","79,096 (1st Year Fees)",Graduation+GATE/MHTCET,9 July - 29 Jul 2024
860,Modern Institute of Engineering and Technology - [MIET],"B.Tech
5 Courses","88,000 (1st Year Fees)",10+2 with 45% + JEE Main,28 Dec - 27 Jan 2024
860,Modern Institute of Engineering and Technology - [MIET],"B.Tech {Lateral}
5 Courses","88,000 (1st Year Fees)",10+3 with 45% + WBJEE,-
860,Modern Institute of Engineering and Technology - [MIET],"Polytechnic
2 Courses","44,000 (1st Year Fees)",10th with 35% + JEXPO,-
861,Neotia Institute of Technology Management and Science - [NITMAS],"B.Tech
2 Courses",1.3 Lakhs (1st Year Fees),10+2,no data found
862,Prakasam Engineering College - [PEC],"B.Tech
8 Courses","43,000 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
862,Prakasam Engineering College - [PEC],"M.Tech
4 Courses","50,000 (1st Year Fees)",Graduation 50% + AP PGECET,23 Mar - 12 May 2024
862,Prakasam Engineering College - [PEC],"Polytechnic
5 Courses","75,000 (Total Fees)",-,20 Feb - 10 Apr 2024
862,Prakasam Engineering College - [PEC],"MBA
3 Courses","35,000 (1st Year Fees)",Graduation,20 Mar - 19 Apr 2024
862,Prakasam Engineering College - [PEC],MCA,"50,000 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
863,Prince Shri Venkateshwara Padmavathy Engineering College - [PSVPEC],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
